English,Punjabi,Time
saach naam aDhaar mayraa jin bhukhaa sabh gavaa-ee-aa.,swcu nwmu ADwru myrw ijin BuKw siB gvweIAw ],1018
kar saaNt sukh man aa-ay vasi-aa jin ichhaa sabh pujaa-ee-aa.,kir sWiq suK min Awie visAw ijin ieCw siB pujweIAw],1022
sadaa kurbaan keetaa guroo vitahu jis dee-aa ayhi vadi-aa-ee-aa.,sdw kurbwxu kIqw gurU ivthu ijs dIAw eyih vifAweIAw ],1027
kahai naanak sunhu santahu sabad Dharahu pi-aaro.,khY nwnku suxhu sMqhu sbid Drhu ipAwro ],1032
saachaa naam mayraa aaDhaaro. ((4)),swcw nwmu myrw AwDwro ]4],1035
vaajay panch sabad tit ghar sabhaagai.,vwjy pMc sbd iqqu Gir sBwgY ],1038
ghar sabhaagai sabad vaajay kalaa jit ghar Dhaaree-aa.,Gir sBwgY sbd vwjy klw ijqu Gir DwrIAw ],1042
panch doot tuDh vas keetay kaal kantak maari-aa.,pMc dUq quDu vis kIqy kwlu kMtku mwirAw ],1046
Dhur karam paa-i-aa tuDh jin ka-o se naam har kai laagay.,Duir krim pwieAw quDu ijn kau is nwim hir kY lwgy ],1050
kahai naanak tah sukh ho-aa tit ghar anhad vaajay. ((5)),khY nwnku qh suKu hoAw iqqu Gir Anhd vwjy ]5],1055
anad sunhu vadbhaageeho sagal manorath pooray.,Andu suxhu vfBwgIho sgl mnorQ pUry ],1060
paarbarahm parabh paa-i-aa utray sagal visooray.,pwrbRhmu pRBu pwieAw auqry sgl ivsUry ],1064
dookh rog santaap utray sunee sachee banee.,dUK rog sMqwp auqry suxI scI bwxI ],1069
sant saajan bha-ay sarsay pooray gur tay jaanee.,sMq swjn Bey srsy pUry gur qy jwxI ],1074
suntay puneet kahtay pavit satgur rahi-aa bharpooray.,suxqy punIq khqy pivqu siqguru rihAw BrpUry ],1078
binvant naanak gur charan laagay vaajay anhad tooray. ((40)(1)),ibnvMiq nwnku gur crx lwgy vwjy Anhd qUry ]40]1],1084
mundaavanee mehlaa panjavaa(n) ],muMdwvxI mhlw 5 ],1089
thaal vich tinn vasatoo pa-ee-o sat santokh veechaaro.,Qwl ivic iqMin vsqU peIE squ sMqoKu vIcwro ],1092
amrit naam thaakur kaa pa-i-o jis kaa sabhas adhaaro.,AMimRq nwmu Twkur kw pieE ijs kw sBsu ADwro ],1097
jay ko khaavai jay ko bhunchai tis kaa ho-ay udhaaro.,jy ko KwvY jy ko BuMcY iqs kw hoie auDwro ],1102
ayh vasat tajee nah jaa-ee nit nit rakh ur dhaaro.,eyh vsqu qjI nh jweI inq inq rKu auir Dwro ],1108
tam sansaar charan lag taree-ai sabh naanak brahm pasaaro. ||1||,qm sMswru crn lig qrIAY sBu nwnk bRhm pswro ]1],1113
salok mehlaa panjavaa(n) ],slok mhlw 5 ],1118
tayraa keetaa jaato naahee maino jog keeto-ee.,qyrw kIqw jwqo nwhI mYno jogu kIqoeI ],1121
mai nirguni-aaray ko gun naahee aapay taras pa-i-o-ee.,mY inrguixAwry ko guxu nwhI Awpy qrsu pieEeI ],1124
taras pa-i-aa miharaamat ho-ee satgur sajan mili-aa.,qrsu pieAw imhrwmiq hoeI siqguru sjxu imilAw ],1131
naanak naam milai taa(n) jeevaa(n) tan man theevai hari-aa. ||1||,nwnk nwmu imlY qW jIvW qnu mnu QIvY hirAw ]1],1135
taras pa-i-aa miharaamat ho-ee satgur sajan mili-aa.,qrsu pieAw imhrwmiq hoeI siqguru sjxu imilAw ],1141
naanak naam milai taa(n) jeevaa(n) tan man theevai hari-aa. ||1||,nwnk nwmu imlY qW jIvW qnu mnu QIvY hirAw ]1],1145
